Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
insert-sorted/1024/BST,5.8778068038105764e-3,5.839266818598244e-3,5.937647071521402e-3,1.3509006326922854e-4,9.751470034530813e-5,2.1997067754121448e-4
insert-sorted/1024/RBT,1.3560229554785013e-4,1.346327449735726e-4,1.368280853622071e-4,3.6140317353096054e-6,2.914809219373322e-6,4.477004480043611e-6
insert-sorted/2048/BST,2.8599885650126937e-2,2.8256805507723057e-2,2.9068302316793606e-2,8.853554697197993e-4,6.596086459650511e-4,1.1562564446665213e-3
insert-sorted/2048/RBT,2.992417776203611e-4,2.9735965719113785e-4,3.017091004385381e-4,7.228800058707935e-6,5.754351314952914e-6,8.950087755281687e-6
insert-sorted/4096/BST,0.12271375278273836,0.121680672991072,0.12429298142857167,1.9353838651250707e-3,1.4436981453346707e-3,2.6252316538507856e-3
insert-sorted/4096/RBT,6.620984149858086e-4,6.584893782342527e-4,6.664009245422257e-4,1.3198732901400103e-5,1.0954944111453753e-5,1.6462011871995174e-5
insert-sorted/8192/BST,0.5244517958333336,0.5200057166666678,0.5314507374999988,6.656300701093932e-3,1.43065833333339e-3,8.615798067114488e-3
insert-sorted/8192/RBT,1.7615236780434225e-3,1.7466189570479712e-3,1.7835401298872853e-3,6.250806760926264e-5,4.876981698982628e-5,7.985457441770326e-5
insert-sorted/16384/BST,2.2948480750000004,2.276159400000002,2.316965374999999,2.529372070157096e-2,8.563899999999292e-3,3.327090622756097e-2
insert-sorted/16384/RBT,3.774431849731149e-3,3.7517723387047817e-3,3.8050268733634987e-3,8.470484496276212e-5,6.131898412996915e-5,1.238634709025802e-4
insert-sorted/32768/BST,10.731223056249998,10.4687233,11.084121768749995,0.38275847371905636,3.907876126047638e-2,0.4867602158757491
insert-sorted/32768/RBT,8.220689925455283e-3,8.138561281287869e-3,8.35747933367816e-3,2.923931746603505e-4,2.1355959920929462e-4,4.5024246354987134e-4
insert-sorted/65536/BST,52.07765049375,51.292563900000005,53.20018119375,1.0623949937988728,8.02385238312242e-2,1.3363060655528507
insert-sorted/65536/RBT,1.6707954502021515e-2,1.6320236581828896e-2,1.7443123805900664e-2,1.229722266355879e-3,7.483946425319701e-4,1.65544657751616e-3
