Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
my benchmark,6.289604399642627e-6,6.249566624428541e-6,6.3399976941427265e-6,1.5393712089721276e-7,1.1365434807498473e-7,2.142052179882205e-7
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
my benchmark,6.1798791041438265e-6,6.132003149024175e-6,6.232343794189062e-6,1.696003839819748e-7,1.3817523288287321e-7,2.0687259044685178e-7
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
my benchmark,6.2599918134688235e-6,6.225172553153007e-6,6.301966847195028e-6,1.255408105928751e-7,1.0598523020635292e-7,1.4940793727504422e-7
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
BST-insert/1000,1.3683815522795307e-4,1.348617788133157e-4,1.3846975654557443e-4,5.962317240259836e-6,5.206543087437182e-6,6.734201559615014e-6
BST-insert/2000,3.668141895519738e-4,3.613446516500825e-4,3.7312712818852767e-4,1.9995218774936166e-5,1.5723671717559235e-5,2.573310389133718e-5
BST-insert/4000,8.450759872387305e-4,8.34401326614288e-4,8.602552957169751e-4,4.193284566016382e-5,2.9631759489393185e-5,5.409745579054722e-5
BST-insert/8000,2.279439300568933e-3,2.2339311762588562e-3,2.3300575392205887e-3,1.5271632336889192e-4,1.302487943009104e-4,1.7815910556752244e-4
BST-insert/16000,6.574048459514767e-3,6.373055778262303e-3,6.791174237711662e-3,6.056245558744132e-4,4.979097895467864e-4,7.935491533638938e-4
BST-insert/32000,1.5913359181332545e-2,1.5539754279219092e-2,1.715681942811273e-2,1.5861160827364915e-3,5.062147093745214e-4,3.0956447059264864e-3
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
BST-insert/1000,1.1362988538611012e-4,1.1227382040799237e-4,1.1531059153842181e-4,5.179017482655792e-6,4.491596974698142e-6,6.417819159532671e-6
BST-insert/2000,3.0591556872926006e-4,3.0170529182989747e-4,3.112606375525891e-4,1.569607074026515e-5,1.2766979501757013e-5,2.2734123914719116e-5
BST-insert/4000,7.241434159489724e-4,7.140108386943359e-4,7.361532074723273e-4,3.593655463132632e-5,2.968955399302615e-5,4.536056308241231e-5
BST-insert/8000,2.129443740072868e-3,2.106260382833472e-3,2.1552062035292375e-3,8.374388494044739e-5,6.607988172056317e-5,1.1493801419391888e-4
BST-insert/16000,5.6580295361848346e-3,5.521918979180323e-3,5.775284903572376e-3,3.703821317725319e-4,3.1692624786241e-4,4.3984347855134627e-4
BST-insert/32000,1.4115147639713624e-2,1.380337505206772e-2,1.465368770121689e-2,1.0389348979810715e-3,6.588390086730125e-4,1.7427249457036965e-3
BST-contains-1000/1000,7.371774062427911e-5,7.321007436597427e-5,7.425589762139017e-5,1.7229408205761132e-6,1.465735113189926e-6,2.049340841982765e-6
BST-contains-1000/2000,7.400311694948573e-5,7.252422380028684e-5,7.558282405368603e-5,5.075278706022649e-6,4.307628628044655e-6,5.963136305690927e-6
BST-contains-1000/4000,7.356030971282159e-5,7.206324513494377e-5,7.544534764380394e-5,5.409360920516475e-6,3.6938269160186825e-6,7.850793207618697e-6
BST-contains-1000/8000,7.46980356181415e-5,7.366482791635793e-5,7.645541359349039e-5,4.464894247109519e-6,3.0633267487900907e-6,6.768684983560861e-6
BST-contains-1000/16000,7.362537408489293e-5,7.19386211329811e-5,7.557841153771021e-5,5.99228109772666e-6,4.766565561860665e-6,7.134663431816762e-6
BST-contains-1000/32000,8.810141655982944e-5,8.632113906925561e-5,8.964711563632702e-5,5.639746498800588e-6,4.453596014510127e-6,7.397179562063181e-6
BST-delete-1000/1000,1.3323049142055873e-4,1.3161911345862338e-4,1.350257115644243e-4,5.721081196704629e-6,4.3468619766645075e-6,7.558592962211177e-6
BST-delete-1000/2000,1.589266414748218e-4,1.5674414374083564e-4,1.614773399001582e-4,8.217415245491015e-6,6.8117018291728355e-6,1.013235577924649e-5
BST-delete-1000/4000,1.8937696155899397e-4,1.875167136200955e-4,1.9109051295515357e-4,6.158838515405288e-6,4.676774756941713e-6,8.641661240627822e-6
BST-delete-1000/8000,2.166119789046303e-4,2.1326743033691555e-4,2.2007709240276749e-4,1.118562261318246e-5,9.306697899806048e-6,1.470766934918548e-5
BST-delete-1000/16000,2.6436560666786565e-4,2.601802179811473e-4,2.6975530141093717e-4,1.5266902264447657e-5,1.2002843188977422e-5,2.2266219222955466e-5
BST-delete-1000/32000,4.081130562386104e-4,4.0096920716022484e-4,4.1870294845273184e-4,2.844850552912613e-5,2.0293624527119564e-5,4.79213704606518e-5
