Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
delete/1024/RBT,6.573395489806392e-5,6.423252990316786e-5,6.74453192284894e-5,5.33354983421736e-6,4.724598524193661e-6,5.970157702418702e-6
delete/2048/RBT,1.798178684994762e-4,1.7662375159569063e-4,1.8330975989169855e-4,1.1539248969670732e-5,9.602768950354287e-6,1.3933898297640405e-5
delete/4096/RBT,4.690526228055839e-4,4.6291887023289783e-4,4.754107122306998e-4,2.2592381587542776e-5,1.903557821404458e-5,2.592543836128903e-5
delete/8192/RBT,1.1250326899564804e-3,1.1107295249427357e-3,1.1419459788546543e-3,5.123083187115824e-5,4.119580842826167e-5,6.225914927843553e-5
delete/16384/RBT,3.125738523226959e-3,3.064220330024398e-3,3.191323933639631e-3,2.0741413546724707e-4,1.7238521314560018e-4,2.56410920050389e-4
delete/32768/RBT,8.754827530409962e-3,8.454246331732357e-3,9.104675773730538e-3,9.062861046729146e-4,7.354935869976775e-4,1.1516337386018737e-3
delete/65536/RBT,2.471915186616053e-2,2.3456341826964884e-2,2.623638903002367e-2,3.121679697439123e-3,2.580558280960215e-3,4.204262742053918e-3
delete/131072/RBT,9.913447703464243e-2,9.562886404450763e-2,0.10378045627902595,6.550533357253364e-3,4.088801355239118e-3,9.79828697944494e-3
delete/262144/RBT,0.24888082182869162,0.23907426533366866,0.2536753282348703,8.320446465685749e-3,2.167697654794e-3,1.1042517630773794e-2
delete/524288/RBT,0.6358633104573528,0.6188903970905812,0.644450002204394,1.6122595859907128e-2,7.3962410824606195e-3,1.9830115166410266e-2
delete/1048576/RBT,1.4315800662880065,1.351362382833031,1.5569750668728375,0.11841657260527728,1.3461748238051408e-4,0.14486098342656117
